北京,47
广东,18
浙江,8
上海,8
福建,6
海外,4
四川,4
其他,4
江苏,3
天津,3
海南,3
河北,2
黑龙江,2
湖北,2
河南,2
陕西,2
香港,1
山东,1
山西,1
安徽,1
辽宁,1
澳门,1
内蒙古,1
重庆,1
宁夏,1
新疆,1
